forumǁstockidǁauthorǁtitleǁcategoryǁidentityǁviewsǁcommentsǁtimeǁlink
兆易创新ǁ603986ǁ股友B4eIHOǁ低位减持，良心基金了！如果是400多那时减，那就可怜ǁdiscussionǁnews,603986,938496335ǁ137ǁ2ǁ2020-06-15 10:37ǁhttp://guba.eastmoney.com/news,603986,938496335.html
兆易创新ǁ603986ǁ老年股东ǁ外资可以安心抄底了ǁdiscussionǁnews,603986,938487069ǁ126ǁ1ǁ2020-06-15 10:37ǁhttp://guba.eastmoney.com/news,603986,938487069.html
兆易创新ǁ603986ǁ老股民2581ǁ这股复权己一千多元，大家小心了！不要当接盘者，机构ǁdiscussionǁnews,603986,938504374ǁ36ǁ0ǁ2020-06-15 10:37ǁhttp://guba.eastmoney.com/news,603986,938504374.html
兆易创新ǁ603986ǁ股神大韭菜Zzzǁ今天215是否能买到？300股不急用钱，想赚3000要多久？ǁdiscussionǁnews,603986,938503783ǁ47ǁ0ǁ2020-06-15 10:36ǁhttp://guba.eastmoney.com/news,603986,938503783.html
兆易创新ǁ603986ǁ股友mDQdurǁ同样是减持，三安减持20亿，兆易才减持10亿，跌的比三ǁdiscussionǁnews,603986,938503773ǁ58ǁ0ǁ2020-06-15 10:36ǁhttp://guba.eastmoney.com/news,603986,938503773.html
兆易创新ǁ603986ǁ股吧ǁ七大行业反弹超70%核心资产跑赢大盘28%（附股ǁdiscussionǁttp://guba.eastmoney.com/news,cjpl,938503844ǁ15142ǁ68ǁ2020-06-15 10:43ǁhttp://guba.eastmoney.com/news,cjpl,938503844.html
兆易创新ǁ603986ǁ买什么涨什么的帅哥ǁ价值投资都是骗人的，我又被闷杀了[哭][哭][哭]ǁdiscussionǁnews,603986,938486553ǁ148ǁ3ǁ2020-06-15 10:35ǁhttp://guba.eastmoney.com/news,603986,938486553.html
兆易创新ǁ603986ǁ专门看戏ǁ满仓中[胜利]ǁdiscussionǁnews,603986,938503365ǁ41ǁ0ǁ2020-06-15 10:35ǁhttp://guba.eastmoney.com/news,603986,938503365.html
兆易创新ǁ603986ǁ基民MIFkmPǁ可以入了ǁdiscussionǁnews,603986,938491846ǁ101ǁ1ǁ2020-06-15 10:34ǁhttp://guba.eastmoney.com/news,603986,938491846.html
兆易创新ǁ603986ǁ基民MIFkmPǁ今天收红ǁdiscussionǁnews,603986,938492292ǁ106ǁ1ǁ2020-06-15 10:33ǁhttp://guba.eastmoney.com/news,603986,938492292.html
兆易创新ǁ603986ǁ多财高升的说不得ǁ利空补缸口，大基金减持ǁdiscussionǁnews,603986,938489097ǁ122ǁ1ǁ2020-06-15 10:32ǁhttp://guba.eastmoney.com/news,603986,938489097.html
兆易创新ǁ603986ǁ股友pKmNImǁ300ǁdiscussionǁnews,603986,938501019ǁ47ǁ0ǁ2020-06-15 10:32ǁhttp://guba.eastmoney.com/news,603986,938501019.html
兆易创新ǁ603986ǁ股友10pEqsǁ都跑了ǁdiscussionǁnews,603986,938479516ǁ196ǁ3ǁ2020-06-15 10:31ǁhttp://guba.eastmoney.com/news,603986,938479516.html
兆易创新ǁ603986ǁ买了只牛ǁ今天80%概率翻红ǁdiscussionǁnews,603986,938477535ǁ329ǁ4ǁ2020-06-15 10:31ǁhttp://guba.eastmoney.com/news,603986,938477535.html
兆易创新ǁ603986ǁ股吧ǁ“摘星”行情暗流涌动哪些公司“摘星”在即？（名单ǁdiscussionǁttp://guba.eastmoney.com/news,cjpl,937998063ǁ16123ǁ105ǁ2020-06-15 10:43ǁhttp://guba.eastmoney.com/news,cjpl,937998063.html
兆易创新ǁ603986ǁ股友10pEqsǁ卖掉了，大鸡精害人精ǁdiscussionǁnews,603986,938500442ǁ61ǁ0ǁ2020-06-15 10:31ǁhttp://guba.eastmoney.com/news,603986,938500442.html
兆易创新ǁ603986ǁ李checkǁ下午跌停ǁdiscussionǁnews,603986,938500272ǁ56ǁ0ǁ2020-06-15 10:31ǁhttp://guba.eastmoney.com/news,603986,938500272.html
兆易创新ǁ603986ǁ盆满暴富地扫地僧ǁ4万块买这个，4万买华致酒行，这个傻股还亏我4000多，ǁdiscussionǁnews,603986,938499872ǁ38ǁ0ǁ2020-06-15 10:30ǁhttp://guba.eastmoney.com/news,603986,938499872.html
兆易创新ǁ603986ǁlzh03099ǁ兆易创新 只是 机构 借机“洗盘”而已！ǁdiscussionǁnews,603986,938517072ǁ130ǁ0ǁ2020-06-15 10:30ǁhttp://guba.eastmoney.com/news,603986,938517072.html
兆易创新ǁ603986ǁ买谁谁必须跌ǁ求教，我亏10%，想减半仓，我是不是亏钱金额不变？亏ǁdiscussionǁnews,603986,938499943ǁ60ǁ0ǁ2020-06-15 10:30ǁhttp://guba.eastmoney.com/news,603986,938499943.html
兆易创新ǁ603986ǁ小飞侠侣ǁ我是喷子，我要骂人了，ǁdiscussionǁnews,603986,938499220ǁ63ǁ0ǁ2020-06-15 10:29ǁhttp://guba.eastmoney.com/news,603986,938499220.html
兆易创新ǁ603986ǁ股友lUaxstǁ定增和发债哪项对散户有利？ǁdiscussionǁnews,603986,938483608ǁ136ǁ2ǁ2020-06-15 10:28ǁhttp://guba.eastmoney.com/news,603986,938483608.html
兆易创新ǁ603986ǁ放牛骑牛ǁ回调5%以下，机会来了，看谁能把握，买到就赚到ǁdiscussionǁnews,603986,938498938ǁ61ǁ0ǁ2020-06-15 10:28ǁhttp://guba.eastmoney.com/news,603986,938498938.html
兆易创新ǁ603986ǁ酷跑旅途ǁ不管是和合肥长鑫合作，还是自己搞，公司都已经或马上ǁdiscussionǁnews,603986,938304161ǁ2190ǁ17ǁ2020-06-15 10:27ǁhttp://guba.eastmoney.com/news,603986,938304161.html
兆易创新ǁ603986ǁ股吧ǁ注意！这些A股将被富时罗素和MSCI剔除外资抢筹ǁdiscussionǁttp://guba.eastmoney.com/news,cjpl,938512061ǁ44479ǁ41ǁ2020-06-15 10:43ǁhttp://guba.eastmoney.com/news,cjpl,938512061.html
兆易创新ǁ603986ǁC再见了股神吗ǁ芯片还不如搞直播的省广！靠ǁdiscussionǁnews,603986,938498276ǁ62ǁ0ǁ2020-06-15 10:26ǁhttp://guba.eastmoney.com/news,603986,938498276.html
兆易创新ǁ603986ǁ一月投资ǁ等待ǁdiscussionǁnews,603986,938494701ǁ54ǁ0ǁ2020-06-15 10:26ǁhttp://guba.eastmoney.com/news,603986,938494701.html
兆易创新ǁ603986ǁ恭喜发财fN73Byǁ跑吧，垃圾股不行了。ǁdiscussionǁnews,603986,938495958ǁ73ǁ0ǁ2020-06-15 10:24ǁhttp://guba.eastmoney.com/news,603986,938495958.html
兆易创新ǁ603986ǁ蒙德准ǁ早就说的非常清楚了。从一上市还没开板，就提示大家重ǁdiscussionǁnews,603986,931970911ǁ48762ǁ813ǁ2020-06-15 10:23ǁhttp://guba.eastmoney.com/news,603986,931970911.html
兆易创新ǁ603986ǁKJ_Zǁ今天应该就是横盘震荡了ǁdiscussionǁnews,603986,938493387ǁ73ǁ0ǁ2020-06-15 10:22ǁhttp://guba.eastmoney.com/news,603986,938493387.html
兆易创新ǁ603986ǁ股友csPJ3dǁ今天大基金坚持股票被直接买回来了，用友网络直接大涨ǁdiscussionǁnews,603986,938494275ǁ124ǁ0ǁ2020-06-15 10:21ǁhttp://guba.eastmoney.com/news,603986,938494275.html
兆易创新ǁ603986ǁ股友u7Sh8nǁ看来今天6%是跌的下线。自己明天跌倒210，然后开始反ǁdiscussionǁnews,603986,938494265ǁ105ǁ0ǁ2020-06-15 10:20ǁhttp://guba.eastmoney.com/news,603986,938494265.html
兆易创新ǁ603986ǁ只炒大盘股ǁ加仓加仓ǁdiscussionǁnews,603986,938494406ǁ75ǁ0ǁ2020-06-15 10:20ǁhttp://guba.eastmoney.com/news,603986,938494406.html
兆易创新ǁ603986ǁ股市过客止损为大ǁ等补缺口再看，先观望ǁdiscussionǁnews,603986,938491463ǁ78ǁ0ǁ2020-06-15 10:20ǁhttp://guba.eastmoney.com/news,603986,938491463.html
兆易创新ǁ603986ǁ孤漠残烟ǁ一个减持，把一帮吓死了ǁdiscussionǁnews,603986,938487400ǁ288ǁ2ǁ2020-06-15 10:19ǁhttp://guba.eastmoney.com/news,603986,938487400.html
兆易创新ǁ603986ǁbingge36939ǁ跌停ǁdiscussionǁnews,603986,938493286ǁ89ǁ0ǁ2020-06-15 10:19ǁhttp://guba.eastmoney.com/news,603986,938493286.html
兆易创新ǁ603986ǁ炒股养家付首付ǁ傻够太多了，机构主力低位疯狂捡筹码ǁdiscussionǁnews,603986,938477438ǁ201ǁ1ǁ2020-06-15 10:17ǁhttp://guba.eastmoney.com/news,603986,938477438.html
兆易创新ǁ603986ǁ一大将军ǁ100才是此股价值区间ǁdiscussionǁnews,603986,938476549ǁ145ǁ1ǁ2020-06-15 10:17ǁhttp://guba.eastmoney.com/news,603986,938476549.html
兆易创新ǁ603986ǁhbdsewvvbhhǁ减持10个亿而已ǁdiscussionǁnews,603986,938479387ǁ192ǁ1ǁ2020-06-15 10:15ǁhttp://guba.eastmoney.com/news,603986,938479387.html
兆易创新ǁ603986ǁ天龙八部珍珑棋局ǁ真垃圾ǁdiscussionǁnews,603986,938489541ǁ74ǁ0ǁ2020-06-15 10:15ǁhttp://guba.eastmoney.com/news,603986,938489541.html
兆易创新ǁ603986ǁ白告老仙ǁ别人恐惧我贪婪，买进！ǁdiscussionǁnews,603986,938490331ǁ91ǁ1ǁ2020-06-15 10:14ǁhttp://guba.eastmoney.com/news,603986,938490331.html
兆易创新ǁ603986ǁ买到的都是辣鸡股ǁ今天机构地位捡筹心里乐开了花ǁdiscussionǁnews,603986,938490004ǁ96ǁ0ǁ2020-06-15 10:14ǁhttp://guba.eastmoney.com/news,603986,938490004.html
兆易创新ǁ603986ǁnahaikj98ǁ基金减持说明兆亿步入正轨！ǁdiscussionǁnews,603986,938484073ǁ233ǁ2ǁ2020-06-15 10:12ǁhttp://guba.eastmoney.com/news,603986,938484073.html
兆易创新ǁ603986ǁCJy92869ǁ敢不敢跌停，我只有100股，我也不会补仓ǁdiscussionǁnews,603986,938476359ǁ186ǁ1ǁ2020-06-15 10:11ǁhttp://guba.eastmoney.com/news,603986,938476359.html
兆易创新ǁ603986ǁ维连斯ǁ加仓不ǁdiscussionǁnews,603986,938479952ǁ278ǁ3ǁ2020-06-15 10:11ǁhttp://guba.eastmoney.com/news,603986,938479952.html
兆易创新ǁ603986ǁdbjyyǁ小利空，不要跑ǁdiscussionǁnews,603986,938488190ǁ86ǁ0ǁ2020-06-15 10:11ǁhttp://guba.eastmoney.com/news,603986,938488190.html
兆易创新ǁ603986ǁ清江画廊之蔚蓝ǁ故意制造恐慌情绪…～…减持怎么滴！又不是处女头一回ǁdiscussionǁnews,603986,938482476ǁ292ǁ2ǁ2020-06-15 10:10ǁhttp://guba.eastmoney.com/news,603986,938482476.html
兆易创新ǁ603986ǁ冲击最高点9981ǁ加仓咯ǁdiscussionǁnews,603986,938487013ǁ72ǁ0ǁ2020-06-15 10:09ǁhttp://guba.eastmoney.com/news,603986,938487013.html
兆易创新ǁ603986ǁ欢乐迎新ǁ今天很有可能红。ǁdiscussionǁnews,603986,938487048ǁ91ǁ0ǁ2020-06-15 10:09ǁhttp://guba.eastmoney.com/news,603986,938487048.html
兆易创新ǁ603986ǁ恬淡虚无股心常在ǁ下周A股五大猜想？（6.15-6.19）ǁdiscussionǁnews,cfhpl,938364700ǁ11.9万ǁ50ǁ2020-06-15 10:08ǁhttp://guba.eastmoney.com/news,cfhpl,938364700.html
兆易创新ǁ603986ǁ一直在打底ǁ今天应该5个点以上ǁdiscussionǁnews,603986,938467460ǁ375ǁ3ǁ2020-06-15 10:08ǁhttp://guba.eastmoney.com/news,603986,938467460.html
兆易创新ǁ603986ǁ基民8s26YGǁ卖出的吃没了感觉要起来了ǁdiscussionǁnews,603986,938486050ǁ96ǁ0ǁ2020-06-15 10:07ǁhttp://guba.eastmoney.com/news,603986,938486050.html
兆易创新ǁ603986ǁ推波助澜168ǁ热烈祝贺我支持了大鸡公[大笑]ǁdiscussionǁnews,603986,938486136ǁ98ǁ0ǁ2020-06-15 10:06ǁhttp://guba.eastmoney.com/news,603986,938486136.html
兆易创新ǁ603986ǁ田小娥ǁ赵姨闺蜜们唠嗑的台子咧~~ǁdiscussionǁnews,603986,938174784ǁ610ǁ5ǁ2020-06-15 10:01ǁhttp://guba.eastmoney.com/news,603986,938174784.html
